Number of Drugs in Set,Simulation Number,values.to.vary,ES,NES,p,pos_at_max,q
45,27,-0.5,-0.68978,-1.79,0.026,1028,0.369
45,27,-0.25,-0.36628,-0.948,0.497,1027,0.947
45,27,0,0.29381,0.742,0.778,287,0.943
45,27,0.25,0.51474,1.3,0.176,278,1
45,27,0.5,0.70137,1.77,0.0145,265,0.856
45,27,0.75,0.72634,1.82,0.00737,334,0.318
45,27,1,0.80076,2.03,0,237,0.0649
45,28,-1,-0.87661,-2.21,0.00196,1204,0.0106
45,28,-0.75,-0.75798,-1.97,0.00602,1093,0.201
45,28,-0.5,-0.68457,-1.76,0.0167,1153,0.518
45,28,-0.25,-0.47728,-1.22,0.246,1070,0.862
45,28,0,-0.32897,-0.854,0.606,1059,0.817
45,28,0.25,0.46101,1.16,0.287,407,0.698
45,28,0.5,0.68825,1.74,0.0296,315,0.358
45,28,0.75,0.70582,1.81,0.0248,342,0.219
45,28,1,0.86727,2.11,0,104,0.0171
45,29,-1,-0.87149,-2.11,0.00182,1270,0.0246
45,29,-0.75,-0.79903,-1.97,0,1279,0.158
45,29,-0.5,-0.65647,-1.65,0.0336,1109,1
45,29,-0.25,-0.35868,-0.899,0.58,1060,1
45,29,0,0.22465,0.566,0.95,287,1
45,29,0.25,0.5373,1.35,0.14,322,0.835
45,29,0.5,0.67136,1.66,0.0361,227,1
45,29,0.75,0.75443,1.86,0.0107,246,0.405
45,29,1,0.81464,2.02,0,225,0.0592
45,30,-1,-0.80136,-1.96,0.00179,1172,0.161
45,30,-0.75,-0.82112,-2.06,0.00351,1108,0.0684
45,30,-0.5,-0.56213,-1.44,0.123,866,1
45,30,-0.25,-0.44429,-1.15,0.277,1004,1
45,30,0,-0.32006,-0.803,0.686,1045,1
45,30,0.25,0.44179,1.12,0.347,277,0.881
45,30,0.5,0.64029,1.61,0.048,170,1
45,30,0.75,0.78622,1.99,0.00186,197,0.136
45,30,1,0.83437,2.09,0,133,0.0403
45,31,-1,-0.82917,-2.11,0.00186,1206,0.0298
45,31,-0.75,-0.71695,-1.82,0.00938,1087,0.594
45,31,-0.5,-0.58159,-1.47,0.0856,1140,1
45,31,-0.25,-0.43349,-1.1,0.343,1197,0.937
45,31,0,-0.33039,-0.836,0.66,1010,1
45,31,0.25,0.57723,1.46,0.103,283,0.65
45,31,0.5,0.69256,1.77,0.0222,293,0.457
45,31,0.75,0.76285,1.91,0.00906,219,0.307
45,31,1,0.81075,1.98,0.00181,258,0.148
45,32,-1,-0.81829,-2.01,0,1160,0.122
45,32,-0.75,-0.7689,-1.92,0,1127,0.252
45,32,-0.5,-0.62949,-1.65,0.022,1008,0.931
45,32,-0.25,-0.61266,-1.59,0.0513,1071,1
45,32,0,-0.266,-0.678,0.836,1023,1
45,32,0.25,0.45046,1.14,0.274,154,1
45,32,0.5,0.58562,1.49,0.105,287,1
45,32,0.75,0.751,1.91,0.00741,169,0.361
45,32,1,0.86733,2.15,0,149,0.0182
45,33,-1,-0.84137,-2.16,0,1191,0.0277
45,33,-0.75,-0.79796,-2.07,0.00195,1194,0.0834
45,33,-0.5,-0.7088,-1.84,0.0197,1155,0.698
45,33,-0.25,-0.46925,-1.24,0.226,1158,0.755
45,33,0,-0.15781,-0.417,1,1188,0.996
45,33,0.25,0.46322,1.19,0.256,293,0.999
45,33,0.5,0.69116,1.75,0.0179,274,1
45,33,0.75,0.81801,2.07,0,178,0.052
45,33,1,0.87404,2.19,0,135,0.0101
45,34,-1,-0.86631,-2.2,0,1252,0.003
45,34,-0.75,-0.74318,-1.91,0.00568,1148,0.286
45,34,-0.5,-0.67828,-1.73,0.0297,1070,1
45,34,-0.25,-0.53498,-1.33,0.171,1038,0.978
45,34,0,-0.21445,-0.543,0.954,1238,0.983
45,34,0.25,0.49469,1.25,0.231,326,0.754
45,34,0.5,0.69658,1.78,0.013,257,0.442
45,34,0.75,0.80464,2.01,0.004,171,0.126
45,34,1,0.80439,2.02,0.00189,221,0.0959
45,35,-1,-0.83385,-2.1,0.00172,1276,0.0226
45,35,-0.75,-0.71023,-1.8,0.0142,1149,0.581
45,35,-0.5,-0.64124,-1.64,0.0458,1032,1
45,35,-0.25,-0.4761,-1.22,0.241,1154,0.63
45,35,0,0.34345,0.875,0.593,191,0.873
45,35,0.25,0.49684,1.29,0.167,173,1
45,35,0.5,0.63854,1.59,0.0581,263,1
45,35,0.75,0.78173,1.96,0.00185,246,0.212
45,35,1,0.86632,2.08,0,163,0.0433
45,36,-1,-0.84611,-2.06,0,1168,0.0479
45,36,-0.75,-0.74114,-1.86,0.0137,1048,0.393
45,36,-0.5,-0.5127,-1.3,0.178,1092,1
45,36,-0.25,-0.47972,-1.25,0.222,1138,1
45,36,0,0.31149,0.776,0.719,197,0.933
45,36,0.25,0.37144,0.923,0.526,353,1
45,36,0.5,0.58279,1.43,0.101,346,1
45,36,0.75,0.76334,1.88,0.00508,229,0.342
45,36,1,0.85452,2.09,0.0017,208,0.0158
45,37,-1,-0.86172,-2.14,0,1235,0.0123
45,37,-0.75,-0.78012,-1.99,0.00378,1119,0.132
45,37,-0.5,-0.64187,-1.63,0.0359,969,0.666
45,37,-0.25,-0.51989,-1.31,0.148,1008,1
45,37,0,-0.23153,-0.595,0.935,1125,1
45,37,0.25,0.42782,1.05,0.396,344,1
45,37,0.5,0.60592,1.47,0.0849,285,1
45,37,0.75,0.73125,1.78,0.0117,312,0.696
45,37,1,0.81666,1.97,0.00344,190,0.122
45,38,-1,-0.82466,-2.06,0.00167,1203,0.052
45,38,-0.75,-0.73516,-1.87,0.0017,1029,0.418
45,38,-0.5,-0.57607,-1.49,0.0879,1122,1
45,38,-0.25,-0.49867,-1.26,0.192,1180,1
45,38,0,0.33763,0.903,0.533,316,0.918
45,38,0.25,0.55129,1.46,0.11,180,0.789
45,38,0.5,0.64517,1.66,0.0417,241,0.491
45,38,0.75,0.75879,1.94,0,232,0.14
45,38,1,0.83865,2.12,0.00375,116,0.0181
45,39,-1,-0.8267,-2.1,0.00193,1187,0.0554
45,39,-0.75,-0.78481,-1.98,0.00405,1187,0.083
45,39,-0.5,-0.64139,-1.64,0.0394,1028,0.684
45,39,-0.25,-0.65282,-1.69,0.0455,1130,0.522
45,39,0,-0.22634,-0.582,0.925,1232,0.974
45,39,0.25,0.52034,1.34,0.183,167,1
45,39,0.5,0.71304,1.8,0.00765,179,0.677
45,39,0.75,0.7774,1.94,0.00518,191,0.207
45,39,1,0.85443,2.12,0.00171,207,0.0287
45,40,-1,-0.81559,-2.06,0,1154,0.0519
45,40,-0.75,-0.74917,-1.88,0.00538,1021,0.406
45,40,-0.5,-0.6498,-1.64,0.0463,1130,1
45,40,-0.25,-0.62784,-1.57,0.0863,1008,0.993
45,40,0,-0.16843,-0.438,0.989,1087,0.994
45,40,0.25,0.45161,1.15,0.281,277,1
45,40,0.5,0.71757,1.8,0.0234,193,0.71
45,40,0.75,0.76116,1.93,0.0019,245,0.238
45,40,1,0.87034,2.19,0,141,0.0103
45,41,-1,-0.85952,-2.15,0,1154,0.0159
45,41,-0.75,-0.76697,-1.9,0.00894,1179,0.337
45,41,-0.5,-0.62007,-1.57,0.0704,1138,0.671
45,41,-0.25,-0.52768,-1.35,0.169,1168,0.809
45,41,0,0.27293,0.721,0.799,379,0.935
45,41,0.25,0.47347,1.2,0.25,240,0.861
45,41,0.5,0.63459,1.64,0.0461,246,1
45,41,0.75,0.69911,1.82,0.016,173,0.632
45,41,1,0.81336,2.05,0,153,0.0627
45,42,-1,-0.88213,-2.19,0,1222,0.00734
45,42,-0.75,-0.71822,-1.79,0.0144,1138,0.426
45,42,-0.5,-0.64639,-1.61,0.0569,1005,0.66
45,42,-0.25,-0.41899,-1.04,0.383,1078,0.88
45,42,0,0.21536,0.539,0.958,377,1
45,42,0.25,0.46513,1.19,0.251,362,0.705
45,42,0.5,0.59844,1.48,0.0958,304,0.609
45,42,0.75,0.74558,1.92,0.00555,253,0.261
45,42,1,0.78664,1.92,0.0108,169,0.245
45,43,-1,-0.84285,-2.09,0,1168,0.02
45,43,-0.75,-0.66682,-1.66,0.0455,1118,0.522
45,43,-0.5,-0.58589,-1.47,0.0935,1186,0.702
45,43,-0.25,-0.43238,-1.1,0.347,1117,0.773
45,43,0,0.29531,0.753,0.756,374,0.843
45,43,0.25,0.52555,1.35,0.139,317,0.717
45,43,0.5,0.76984,1.97,0.00202,184,0.0666
45,43,0.75,0.77018,1.95,0.00191,259,0.11
45,43,1,0.8841,2.14,0,133,0.0153
45,44,-1,-0.86436,-2.18,0,1206,0.00882
45,44,-0.75,-0.76035,-1.92,0.00743,1060,0.247
45,44,-0.5,-0.60628,-1.59,0.0584,1105,0.5
45,44,-0.25,-0.39149,-0.986,0.447,924,1
45,44,0,0.34102,0.89,0.554,451,0.943
45,44,0.25,0.4391,1.11,0.335,342,1
45,44,0.5,0.73477,1.89,0.0112,203,0.42
45,44,0.75,0.7621,1.9,0.0143,233,0.341
45,44,1,0.84259,2.06,0,166,0.0682
45,45,-1,-0.84753,-2.14,0,1240,0.0194
45,45,-0.75,-0.76156,-1.9,0.00372,1167,0.187
45,45,-0.5,-0.65197,-1.67,0.0409,1093,0.63
45,45,-0.25,-0.47394,-1.2,0.243,1159,1
45,45,0,0.31975,0.82,0.651,114,0.962
45,45,0.25,0.4984,1.27,0.181,200,0.86
45,45,0.5,0.65743,1.64,0.0369,258,0.388
45,45,0.75,0.73052,1.85,0.0131,296,0.22
45,45,1,0.82585,2.11,0.00173,131,0.0203
45,46,-1,-0.82351,-2.12,0,1203,0.0509
45,46,-0.75,-0.75767,-1.97,0.00391,1254,0.21
45,46,-0.5,-0.60595,-1.61,0.0476,1099,0.632
45,46,-0.25,-0.57942,-1.54,0.0701,1088,0.727
45,46,0,-0.29461,-0.793,0.703,1013,1
45,46,0.25,0.48538,1.26,0.231,191,1
45,46,0.5,0.69228,1.81,0.0255,203,0.394
45,46,0.75,0.80564,2.06,0.00188,159,0.0848
45,46,1,0.87379,2.18,0,181,0.0171
45,47,-1,-0.81883,-2.02,0,1180,0.0759
45,47,-0.75,-0.75127,-1.9,0.00687,1021,0.154
45,47,-0.5,-0.66301,-1.67,0.039,1136,0.514
45,47,-0.25,-0.5586,-1.42,0.12,1054,0.879
45,47,0,-0.17712,-0.447,0.988,1008,0.992
45,47,0.25,0.62,1.57,0.0588,279,0.536
45,47,0.5,0.68612,1.69,0.0329,241,0.373
45,47,0.75,0.77234,1.97,0.00378,89,0.164
45,47,1,0.78651,1.98,0.00188,195,0.0984
45,48,-1,-0.81767,-2.05,0.00353,1182,0.0641
45,48,-0.75,-0.80116,-2.04,0.00365,1186,0.0788
45,48,-0.5,-0.51017,-1.3,0.18,1126,0.666
45,48,-0.25,-0.44513,-1.14,0.28,1040,0.845
45,48,0,0.25726,0.666,0.877,65,0.968
45,48,0.25,0.43809,1.12,0.327,267,1
45,48,0.5,0.66072,1.68,0.0413,327,0.838
45,48,0.75,0.74649,1.9,0.00557,344,0.347
45,48,1,0.86912,2.17,0,113,0.0164
45,49,-1,-0.7956,-2.01,0.00548,1179,0.0975
45,49,-0.75,-0.79065,-1.95,0.00189,1188,0.212
45,49,-0.5,-0.58518,-1.5,0.0847,956,1
45,49,-0.25,-0.45938,-1.17,0.262,1124,1
45,49,0,0.19924,0.506,0.97,389,0.976
45,49,0.25,0.41921,1.04,0.404,281,0.867
45,49,0.5,0.68955,1.72,0.0268,280,1
45,49,0.75,0.75915,1.91,0.0036,132,0.283
45,49,1,0.77515,1.93,0.00723,269,0.254
45,50,-1,-0.80583,-2.04,0.00552,1117,0.0557
45,50,-0.75,-0.74361,-1.88,0.011,1096,0.326
45,50,-0.5,-0.63746,-1.61,0.0478,1149,1
45,50,-0.25,-0.26651,-0.681,0.849,1029,1
45,50,0,-0.19701,-0.503,0.969,1066,0.978
45,50,0.25,0.43788,1.12,0.308,457,1
45,50,0.5,0.66663,1.65,0.0369,257,0.652
45,50,0.75,0.76,1.92,0.00894,190,0.129
45,50,1,0.83778,2.09,0,78,0.0355
50,1,-1,-0.79236,-2,0.00178,1100,0.0684
50,1,-0.75,-0.7789,-1.99,0.00179,1175,0.143
50,1,-0.5,-0.64915,-1.66,0.0333,1067,0.347
50,1,-0.25,-0.51941,-1.3,0.186,1027,0.964
50,1,0,0.27196,0.699,0.822,197,1
50,1,0.25,0.40836,1.08,0.332,195,1
50,1,0.5,0.64398,1.64,0.0495,147,0.539
50,1,0.75,0.76864,1.95,0.00391,235,0.127
50,1,1,0.78628,1.96,0.00768,187,0.104
50,2,-1,-0.85679,-2.14,0.00173,1217,0.0188
50,2,-0.75,-0.74191,-1.89,0.0152,1174,0.388
50,2,-0.5,-0.64784,-1.66,0.0338,1174,1
50,2,-0.25,-0.50415,-1.29,0.183,1229,0.747
50,2,0,0.1984,0.523,0.976,309,1
50,2,0.25,0.57798,1.47,0.0866,337,0.778
50,2,0.5,0.72675,1.84,0.0111,235,0.275
50,2,0.75,0.68809,1.76,0.0204,339,0.495
50,2,1,0.80947,2.07,0,243,0.0527
50,3,-1,-0.88345,-2.21,0.00187,1197,0.00955
50,3,-0.75,-0.78898,-1.97,0.00364,1112,0.17
50,3,-0.5,-0.65965,-1.67,0.0331,1042,1
50,3,-0.25,-0.44408,-1.14,0.292,1211,0.908
50,3,0,-0.28975,-0.747,0.765,1076,1
50,3,0.25,0.50583,1.25,0.202,255,0.603
50,3,0.5,0.67983,1.71,0.016,324,0.476
50,3,0.75,0.7806,1.94,0.00172,180,0.228
50,3,1,0.82166,2.07,0,230,0.0428
50,4,-1,-0.79233,-1.93,0.00568,1086,0.307
50,4,-0.75,-0.80299,-1.99,0.00182,1140,0.156
50,4,-0.5,-0.59337,-1.49,0.109,982,1
50,4,-0.25,-0.47054,-1.19,0.245,1007,0.984
50,4,0,0.1826,0.463,0.99,491,0.988
50,4,0.25,0.51712,1.31,0.162,392,0.833
50,4,0.5,0.70431,1.75,0.0144,143,0.252
50,4,0.75,0.79647,1.98,0.00174,208,0.0998
50,4,1,0.80938,1.97,0,224,0.114
50,5,-1,-0.83631,-2.07,0,1245,0.0479
50,5,-0.75,-0.76476,-1.93,0.00554,1158,0.29
50,5,-0.5,-0.62603,-1.61,0.0573,1121,1
50,5,-0.25,-0.53063,-1.39,0.137,1062,0.853
50,5,0,0.23864,0.604,0.91,193,0.962
50,5,0.25,0.45606,1.15,0.291,361,0.954
50,5,0.5,0.61537,1.58,0.0571,277,0.81
50,5,0.75,0.74568,1.91,0.00924,185,0.271
50,5,1,0.81533,2.07,0,236,0.0405
50,6,-1,-0.83172,-2.04,0.00169,1164,0.0805
50,6,-0.75,-0.71498,-1.8,0.0134,1049,0.801
50,6,-0.5,-0.66217,-1.68,0.0391,1128,0.935
50,6,-0.25,-0.47119,-1.18,0.271,1097,1
50,6,0,0.22277,0.573,0.96,107,1
50,6,0.25,0.54484,1.37,0.166,344,1
50,6,0.5,0.61393,1.59,0.0634,168,1
50,6,0.75,0.78351,2,0.00382,207,0.109
50,6,1,0.87052,2.19,0,159,0.00985
50,7,-1,-0.80633,-2,0,1100,0.0773
50,7,-0.75,-0.72039,-1.78,0.0153,1050,0.701
50,7,-0.5,-0.67401,-1.65,0.0394,994,0.581
50,7,-0.25,-0.32819,-0.807,0.685,1051,0.939
50,7,0,0.23639,0.608,0.917,244,1
50,7,0.25,0.51438,1.3,0.178,265,0.733
50,7,0.5,0.72399,1.82,0.00816,274,0.7
50,7,0.75,0.74609,1.88,0.00821,318,0.232
50,7,1,0.83995,2.06,0.00402,221,0.067
50,8,-1,-0.84103,-2.11,0,1166,0.0294
50,8,-0.75,-0.75568,-1.98,0.00554,1062,0.178
50,8,-0.5,-0.70924,-1.79,0.0167,1119,0.281
50,8,-0.25,-0.49004,-1.26,0.207,1029,1
50,8,0,0.29833,0.765,0.737,120,0.957
50,8,0.25,0.51009,1.32,0.19,291,0.728
50,8,0.5,0.56364,1.42,0.107,454,0.622
50,8,0.75,0.73945,1.89,0.0127,184,0.171
50,8,1,0.84536,2.13,0.00175,140,0.0315
50,9,-1,-0.82637,-2.09,0,1221,0.0166
50,9,-0.75,-0.76795,-1.93,0.00524,1119,0.293
50,9,-0.5,-0.70853,-1.77,0.023,1136,0.322
50,9,-0.25,-0.42427,-1.09,0.35,1130,0.87
50,9,0,-0.35118,-0.914,0.511,986,0.921
50,9,0.25,0.49935,1.28,0.19,297,0.705
50,9,0.5,0.63937,1.63,0.042,295,0.592
50,9,0.75,0.78551,1.97,0.00362,147,0.067
50,9,1,0.80363,2.02,0.00182,252,0.0937
50,10,-1,-0.86129,-2.16,0,1207,0.00577
50,10,-0.75,-0.7884,-2,0,1210,0.116
50,10,-0.5,-0.64869,-1.65,0.0343,1001,0.594
50,10,-0.25,-0.38577,-0.979,0.478,998,0.921
50,10,0,-0.17239,-0.45,0.992,997,0.991
50,10,0.25,0.5344,1.33,0.191,254,0.845
50,10,0.5,0.55479,1.41,0.139,315,0.698
50,10,0.75,0.77495,1.95,0.0034,155,0.115
50,10,1,0.81502,2.06,0.00166,189,0.0566
50,11,-1,-0.81946,-2.06,0.00175,1226,0.0629
50,11,-0.75,-0.76499,-1.99,0.00186,1142,0.154
50,11,-0.5,-0.61777,-1.61,0.0487,961,0.661
50,11,-0.25,-0.36634,-0.948,0.504,938,0.939
50,11,0,-0.20324,-0.514,0.964,1063,0.994
50,11,0.25,0.43925,1.15,0.315,225,1
50,11,0.5,0.65913,1.66,0.0312,280,0.415
50,11,0.75,0.81227,2.08,0.00179,235,0.0645
50,11,1,0.83822,2.09,0,165,0.0394
50,12,-1,-0.83748,-2.03,0,1212,0.0632
50,12,-0.75,-0.74421,-1.83,0.00533,1090,0.508
50,12,-0.5,-0.66264,-1.63,0.0316,1027,0.537
50,12,-0.25,-0.59156,-1.5,0.0894,1142,1
50,12,0,0.34476,0.862,0.588,185,1
50,12,0.25,0.48928,1.24,0.213,315,0.644
50,12,0.5,0.70992,1.81,0.0141,164,0.17
50,12,0.75,0.76232,1.92,0.00391,126,0.137
50,12,1,0.82881,2.09,0,115,0.0353
50,13,-1,-0.82123,-2.04,0.00179,1177,0.0827
50,13,-0.75,-0.74762,-1.86,0.00951,1079,0.506
50,13,-0.5,-0.75532,-1.95,0.0035,1132,0.113
50,13,-0.25,-0.37677,-0.967,0.467,914,0.99
50,13,0,0.38197,0.984,0.454,292,0.915
50,13,0.25,0.47889,1.22,0.218,346,0.937
50,13,0.5,0.65528,1.65,0.0282,196,0.65
50,13,0.75,0.74519,1.87,0.0111,278,0.433
50,13,1,0.82197,2.05,0.0019,189,0.071
50,14,-1,-0.82619,-2.08,0,1164,0.0404
50,14,-0.75,-0.77524,-1.95,0.00179,1104,0.219
50,14,-0.5,-0.5584,-1.4,0.128,1026,0.989
50,14,-0.25,-0.39404,-1.01,0.442,993,0.856
50,14,0,0.26463,0.682,0.816,211,0.997
50,14,0.25,0.47852,1.2,0.242,393,1
50,14,0.5,0.69561,1.73,0.0241,222,0.498
50,14,0.75,0.75833,1.87,0.0113,204,0.357
50,14,1,0.82457,2.07,0.00183,191,0.0309
50,15,-1,-0.89175,-2.25,0,1236,0.00498
50,15,-0.75,-0.75024,-1.89,0.00368,1134,0.385
50,15,-0.5,-0.63611,-1.59,0.0483,979,1
50,15,-0.25,-0.48499,-1.24,0.225,1013,0.768
50,15,0,0.19852,0.523,0.967,377,0.989
50,15,0.25,0.49642,1.24,0.212,314,0.703
50,15,0.5,0.57399,1.47,0.0924,234,0.592
50,15,0.75,0.83604,2.1,0,120,0.0347
50,15,1,0.85124,2.11,0.00167,143,0.0359
50,16,-1,-0.81248,-2.04,0.00175,1171,0.0465
50,16,-0.75,-0.72819,-1.9,0.00723,1089,0.144
50,16,-0.5,-0.6478,-1.63,0.0458,1002,0.937
50,16,-0.25,-0.57326,-1.46,0.107,1031,0.721
50,16,0,-0.20538,-0.516,0.966,933,0.998
50,16,0.25,0.53093,1.34,0.158,214,0.653
50,16,0.5,0.63541,1.59,0.0564,247,0.722
50,16,0.75,0.78977,2,0.00739,241,0.134
50,16,1,0.82144,2.06,0.00193,161,0.0733
50,17,-1,-0.85437,-2.1,0,1233,0.0359
50,17,-0.75,-0.80739,-2.04,0.00186,1170,0.0784
50,17,-0.5,-0.63222,-1.64,0.0508,1194,0.932
50,17,-0.25,-0.58036,-1.52,0.0978,1140,1
50,17,0,0.34638,0.86,0.615,318,1
50,17,0.25,0.41555,1.05,0.395,329,0.732
50,17,0.5,0.64485,1.6,0.0592,282,1
50,17,0.75,0.78335,1.94,0.005,249,0.207
50,17,1,0.77305,1.95,0.00348,118,0.179
50,18,-1,-0.78983,-1.99,0.0017,1090,0.117
50,18,-0.75,-0.73142,-1.87,0.0122,1069,0.229
50,18,-0.5,-0.64892,-1.63,0.0465,1038,0.397
50,18,-0.25,-0.49976,-1.3,0.171,1060,0.969
50,18,0,0.24505,0.64,0.873,309,0.935
50,18,0.25,0.48824,1.24,0.232,269,0.84
50,18,0.5,0.62049,1.6,0.0544,263,1
50,18,0.75,0.74146,1.86,0.00375,304,0.523
50,18,1,0.81966,2.09,0.00183,223,0.0412
50,19,-1,-0.8081,-2.03,0,1153,0.0897
50,19,-0.75,-0.79958,-2.01,0.00371,1143,0.112
50,19,-0.5,-0.61503,-1.6,0.056,1077,1
50,19,-0.25,-0.46186,-1.19,0.245,1040,1
50,19,0,0.23275,0.595,0.927,358,0.982
50,19,0.25,0.40532,1.03,0.409,339,0.851
50,19,0.5,0.74148,1.86,0.00901,274,0.457
50,19,0.75,0.73263,1.84,0.0108,275,0.541
50,19,1,0.87083,2.12,0,148,0.0335
50,20,-1,-0.84379,-2.12,0,1221,0.0301
50,20,-0.75,-0.72876,-1.87,0.00777,1138,0.266
50,20,-0.5,-0.69697,-1.83,0.0173,1108,0.644
50,20,-0.25,-0.50576,-1.36,0.155,1011,0.713
50,20,0,-0.26583,-0.687,0.852,1205,1
50,20,0.25,0.35015,0.894,0.559,280,0.929
50,20,0.5,0.5903,1.5,0.0829,277,0.94
50,20,0.75,0.75063,1.9,0.00707,307,0.294
50,20,1,0.77617,1.92,0.00814,101,0.227
50,21,-1,-0.86108,-2.14,0,1176,0.0166
50,21,-0.75,-0.71935,-1.82,0.00741,1076,0.563
50,21,-0.5,-0.64502,-1.61,0.0414,1121,1
50,21,-0.25,-0.53102,-1.36,0.154,1005,0.81
50,21,0,-0.32465,-0.825,0.671,1118,0.912
50,21,0.25,0.38359,0.969,0.487,374,0.965
50,21,0.5,0.62376,1.61,0.049,301,1
50,21,0.75,0.80024,2.04,0.0018,216,0.0743
50,21,1,0.84615,2.15,0,134,0.0105
50,22,-1,-0.78215,-1.97,0.00741,1089,0.101
50,22,-0.75,-0.75342,-1.87,0.00571,1163,0.202
50,22,-0.5,-0.64922,-1.66,0.033,1187,0.484
50,22,-0.25,-0.50304,-1.28,0.194,1077,1
50,22,0,-0.22844,-0.584,0.929,946,0.992
50,22,0.25,0.45063,1.13,0.317,229,0.657
50,22,0.5,0.68885,1.77,0.0165,355,0.184
50,22,0.75,0.71838,1.76,0.0109,201,0.21
50,22,1,0.80285,2,0,240,0.116
50,23,-1,-0.82065,-2.11,0,1178,0.0272
50,23,-0.75,-0.6834,-1.76,0.0269,991,0.992
50,23,-0.5,-0.63047,-1.62,0.0265,1106,1
50,23,-0.25,-0.3586,-0.936,0.5,1076,0.907
50,23,0,-0.25573,-0.658,0.868,1095,0.955
50,23,0.25,0.387,0.991,0.432,188,0.749
50,23,0.5,0.70021,1.78,0.0176,244,0.955
50,23,0.75,0.73592,1.89,0.0131,285,0.37
50,23,1,0.82889,2.08,0.00165,104,0.0502
50,24,-1,-0.7908,-1.97,0.00172,1183,0.127
50,24,-0.75,-0.73255,-1.81,0.012,1108,0.639
50,24,-0.5,-0.6305,-1.59,0.0565,982,1
50,24,-0.25,-0.53351,-1.33,0.163,987,1
50,24,0,-0.44192,-1.13,0.3,1121,1
50,24,0.25,0.55218,1.4,0.143,392,1
50,24,0.5,0.65018,1.65,0.0405,293,1
50,24,0.75,0.76295,1.93,0.00771,258,0.244
50,24,1,0.83184,2.1,0.00192,149,0.0507
50,25,-1,-0.80137,-2.04,0.00183,1078,0.0839
50,25,-0.75,-0.69336,-1.74,0.025,1218,1
50,25,-0.5,-0.59109,-1.51,0.101,980,0.979
50,25,-0.25,-0.44395,-1.14,0.298,1198,1
50,25,0,-0.2835,-0.737,0.79,1181,0.974
50,25,0.25,0.3703,0.939,0.501,414,1
50,25,0.5,0.72109,1.8,0.00933,289,0.361
50,25,0.75,0.75314,1.93,0.00885,274,0.236
50,25,1,0.80434,2,0,202,0.0993
50,26,-1,-0.86251,-2.18,0,1182,0.0173
50,26,-0.75,-0.7784,-2.03,0.00562,1205,0.087
50,26,-0.5,-0.58708,-1.49,0.0797,1137,0.704
50,26,-0.25,-0.59665,-1.5,0.0604,1079,0.889
50,26,0,0.2109,0.537,0.959,90,1
50,26,0.25,0.45276,1.15,0.299,262,0.758
50,26,0.5,0.60254,1.53,0.0924,320,1
50,26,0.75,0.81696,2.07,0.0018,206,0.0472
50,26,1,0.8302,2.06,0,192,0.0442
50,27,-1,-0.83826,-2.1,0.00179,1186,0.0356
50,27,-0.75,-0.77593,-1.97,0.00567,1135,0.226
50,27,-0.5,-0.67898,-1.74,0.0356,1119,0.633
50,27,-0.25,-0.42673,-1.11,0.335,1051,0.825
50,27,0,-0.371,-0.951,0.486,1041,1
50,27,0.25,0.39609,1.03,0.4,129,0.85
50,27,0.5,0.52958,1.35,0.153,256,0.814
50,27,0.75,0.75121,1.94,0.0054,200,0.12
50,27,1,0.82695,2.07,0.00532,188,0.0657
50,28,-1,-0.79357,-2,0.00179,1113,0.129
50,28,-0.75,-0.77846,-1.98,0.00368,1125,0.0695
50,28,-0.5,-0.71894,-1.85,0.0116,1155,0.174
50,28,-0.25,-0.56656,-1.42,0.119,1179,0.728
50,28,0,0.2204,0.573,0.938,188,0.964
50,28,0.25,0.43017,1.1,0.354,361,0.727
50,28,0.5,0.67043,1.72,0.0324,239,0.368
50,28,0.75,0.75148,1.89,0.00562,273,0.334
50,28,1,0.79,1.99,0.00368,151,0.0579
50,29,-1,-0.83146,-2.08,0.0018,1203,0.0285
50,29,-0.75,-0.73719,-1.87,0.0125,1105,0.425
50,29,-0.5,-0.59532,-1.49,0.084,1151,0.484
50,29,-0.25,-0.55313,-1.43,0.1,1020,0.567
50,29,0,-0.26245,-0.674,0.848,1158,0.997
50,29,0.25,0.51804,1.35,0.17,170,0.759
50,29,0.5,0.69732,1.81,0.00771,309,0.212
50,29,0.75,0.74671,1.87,0.00357,235,0.183
50,29,1,0.7792,1.95,0.00169,159,0.0929
50,30,-1,-0.82131,-1.97,0.00173,1241,0.16
50,30,-0.75,-0.71722,-1.78,0.0132,1131,0.898
50,30,-0.5,-0.67743,-1.75,0.0285,1116,0.551
50,30,-0.25,-0.61269,-1.55,0.0603,1118,0.743
50,30,0,0.2724,0.706,0.797,257,1
50,30,0.25,0.49379,1.27,0.18,341,0.65
50,30,0.5,0.71224,1.75,0.0126,264,0.963
50,30,0.75,0.74397,1.83,0.0126,178,0.498
50,30,1,0.83639,2.02,0.0036,180,0.0785
50,31,-1,-0.84712,-2.09,0,1184,0.038
50,31,-0.75,-0.77821,-1.94,0.00378,1088,0.234
50,31,-0.5,-0.70508,-1.81,0.011,1030,0.677
50,31,-0.25,-0.56008,-1.44,0.116,1137,0.834
50,31,0,-0.27139,-0.714,0.792,977,1
50,31,0.25,0.4839,1.2,0.24,367,0.913
50,31,0.5,0.59758,1.54,0.0763,219,1
50,31,0.75,0.70028,1.78,0.0206,278,0.233
50,31,1,0.82846,2.09,0.00172,212,0.0353
