"","correlation","Sample","Drug.Set","KS","KS_Normalized","p_value","Position_at_max","FDR_q_value"
"7870","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","histamine receptor antagonist",0.32561,0.813,0.657,332,0.975
"7871","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.47694,-1.22,0.23,1156,1
"7872","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","HMGCR inhibitor",0.46085,1.16,0.28,408,0.795
"7873","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","HSP inhibitor",-0.45297,-1.19,0.249,967,1
"7874","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","JAK inhibitor",-0.20375,-0.54,0.96,1346,1
"7875","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","KIT inhibitor",-0.28426,-0.741,0.746,1030,1
"7876","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","MDM inhibitor",0.49891,1.27,0.196,631,1
"7877","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","MEK inhibitor",-0.23769,-0.602,0.924,1049,1
"7878","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","MET inhibitor",-0.48495,-1.29,0.174,1349,1
"7879","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","microtubule inhibitor",-0.36691,-0.949,0.511,1144,1
"7880","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","mTOR inhibitor",0.20933,0.542,0.956,196,0.983
"7881","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","NFkB pathway inhibitor",-0.34736,-0.895,0.555,1280,1
"7882","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","opioid receptor agonist",0.62198,1.57,0.0576,237,0.649
"7883","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","p38 MAPK inhibitor",0.68427,1.77,0.0209,176,0.269
"7884","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","PARP inhibitor",0.41743,1.06,0.388,162,0.835
"7885","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",-0.21664,-0.573,0.943,894,1
"7886","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","phosphatase inhibitor",0.33946,0.862,0.59,345,1
"7887","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","phosphodiesterase inhibitor",0.47442,1.22,0.23,439,0.906
"7888","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","PI3K inhibitor",-0.1909,-0.497,0.981,1056,1
"7889","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","PLK inhibitor",0.4084,1.06,0.372,144,0.835
"7890","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","potassium channel blocker",-0.30218,-0.786,0.685,1002,1
"7891","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","PPAR receptor agonist",-0.43791,-1.13,0.294,1344,1
"7892","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","progesterone receptor agonist",0.4389,1.1,0.358,269,0.89
"7893","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","proteasome inhibitor",0.60563,1.54,0.0632,423,0.602
"7894","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","protein synthesis inhibitor",0.28504,0.734,0.754,107,0.904
"7895","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","protein tyrosine kinase inhibitor",0.3014,0.764,0.748,17,0.91
"7896","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","RAF inhibitor",-0.41491,-1.08,0.343,1226,1
"7897","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","RET tyrosine kinase inhibitor",0.31672,0.819,0.665,454,0.999
"7898","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","retinoid receptor agonist",0.49213,1.24,0.23,246,1
"7899","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","ribonucleotide reductase inhibitor",0.25353,0.652,0.88,262,0.937
"7900","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","serotonin receptor agonist",-0.46044,-1.22,0.244,1264,1
"7901","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","serotonin receptor antagonist",0.47715,1.2,0.257,27,0.814
"7902","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","sodium channel blocker",-0.28788,-0.755,0.75,1150,1
"7903","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","src inhibitor",-0.45213,-1.16,0.29,1030,1
"7904","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","sterol demethylase inhibitor",0.40931,1.04,0.411,233,0.836
"7905","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","SYK inhibitor",-0.47431,-1.25,0.223,1022,1
"7906","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","TGF beta receptor inhibitor",-0.5671,-1.48,0.0939,884,1
"7907","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","thymidylate synthase inhibitor",0.35672,0.912,0.54,36,1
"7908","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","topoisomerase inhibitor",-0.2336,-0.609,0.918,1206,1
"7909","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","tubulin polymerization inhibitor",0.25951,0.651,0.871,375,0.914
"7910","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","tyrosine kinase inhibitor",-0.26754,-0.69,0.834,1030,1
"7911","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","VEGFR inhibitor",-0.15037,-0.396,1,1066,0.998
"7912","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","vitamin D receptor agonist",-0.34709,-0.89,0.557,1006,1
"7913","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","Synthetic_Drug_Set",0.79575,2.03,0,48,0.101
"7914","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","EGFR inhibitor",0.26633,0.681,0.829,413,0.925
"7915","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","Abl kinase inhibitor",-0.23432,-0.612,0.904,1030,1
"7916","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","acetylcholine receptor agonist",0.38188,0.969,0.476,588,0.978
"7917","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","acetylcholine receptor antagonist",-0.29175,-0.751,0.757,1053,1
"7918","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","adenosine receptor antagonist",0.48617,1.23,0.238,9,0.822
"7919","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","adrenergic receptor agonist",-0.49475,-1.25,0.214,937,1
"7920","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","adrenergic receptor antagonist",-0.29148,-0.743,0.765,1231,1
"7921","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","AKT inhibitor",-0.22379,-0.575,0.948,949,1
"7922","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",0.29507,0.76,0.727,388,0.939
"7923","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","androgen receptor antagonist",-0.22678,-0.582,0.936,987,1
"7924","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","antioxidant",0.41306,1.09,0.331,461,0.876
"7925","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","AP inhibitor",-0.49537,-1.29,0.195,1017,1
"7926","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","ATPase inhibitor",0.2728,0.697,0.813,437,0.93
"7927","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","Aurora kinase inhibitor",0.44321,1.11,0.333,125,0.879
"7928","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.36751,-0.977,0.48,1308,1
"7929","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","bacterial DNA gyrase inhibitor",-0.53799,-1.4,0.141,1188,1
"7930","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","BCL inhibitor",-0.39362,-1.04,0.377,1183,1
"7931","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","Bcr.Abl kinase inhibitor",-0.36042,-0.978,0.442,1030,1
"7932","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","benzodiazepine receptor agonist",0.28678,0.727,0.797,306,0.937
"7933","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","bromodomain inhibitor",0.53189,1.36,0.136,184,0.914
"7934","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","calcium channel blocker",-0.38596,-1.01,0.431,1318,1
"7935","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","CC chemokine receptor antagonist",-0.40111,-1.02,0.401,1246,1
"7936","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","CDK inhibitor",0.31121,0.793,0.679,328,1
"7937","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","CHK inhibitor",0.54996,1.38,0.125,319,0.995
"7938","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","cyclooxygenase inhibitor",-0.34595,-0.922,0.538,879,1
"7939","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","cytochrome P450 inhibitor",-0.34542,-0.899,0.559,892,0.992
"7940","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","DNA alkylating agent",-0.29434,-0.776,0.728,1162,1
"7941","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","DNA inhibitor",-0.31609,-0.839,0.629,995,1
"7942","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","DNA methyltransferase inhibitor",-0.34879,-0.901,0.557,1161,1
"7943","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","DNA polymerase inhibitor",0.2051,0.527,0.962,432,0.967
"7944","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","DNA synthesis inhibitor",0.3025,0.779,0.72,84,0.995
"7945","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","dopamine receptor antagonist",0.31899,0.8,0.706,533,1
"7946","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","estrogen receptor agonist",0.7851,2,0.00382,70,0.0635
"7947","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","estrogen receptor antagonist",0.29914,0.763,0.75,304,0.962
"7948","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","FGFR inhibitor",-0.31293,-0.806,0.668,1129,1
"7949","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","FLT3 inhibitor",-0.35291,-0.91,0.531,1192,1
"7950","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","glucocorticoid receptor agonist",0.32702,0.838,0.635,124,1
"7951","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","glutamate receptor antagonist",0.33785,0.85,0.632,214,1
"7952","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","glycogen synthase kinase inhibitor",0.47313,1.21,0.251,377,0.803
"7953","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","growth factor receptor inhibitor",0.31185,0.797,0.712,357,1
"7954","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","HCV inhibitor",-0.39964,-1.06,0.369,1175,1
"7955","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","HDAC inhibitor",-0.21056,-0.554,0.943,1025,0.999
"7956","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","histamine receptor antagonist",0.32561,0.823,0.652,332,1
"7957","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.47694,-1.25,0.218,1156,1
"7958","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","HMGCR inhibitor",0.46159,1.19,0.256,407,0.738
"7959","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","HSP inhibitor",-0.45297,-1.16,0.262,967,1
"7960","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","JAK inhibitor",-0.20375,-0.523,0.986,1346,0.992
"7961","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","KIT inhibitor",-0.28426,-0.745,0.748,1030,1
"7962","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","MDM inhibitor",0.49891,1.26,0.205,631,0.899
"7963","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","MEK inhibitor",-0.23769,-0.626,0.88,1049,1
"7964","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","MET inhibitor",-0.48495,-1.26,0.22,1349,1
"7965","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","microtubule inhibitor",-0.36691,-0.941,0.516,1144,1
"7966","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","mTOR inhibitor",0.28787,0.714,0.814,195,0.93
"7967","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","NFkB pathway inhibitor",-0.34736,-0.904,0.558,1280,1
"7968","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","opioid receptor agonist",0.62272,1.59,0.0641,236,0.598
"7969","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","p38 MAPK inhibitor",0.68501,1.77,0.00929,175,0.274
"7970","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","PARP inhibitor",0.41668,1.07,0.38,163,0.875
"7971","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",-0.21739,-0.563,0.947,895,1
"7972","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","phosphatase inhibitor",0.33946,0.867,0.61,345,1
"7973","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","phosphodiesterase inhibitor",0.47367,1.2,0.257,440,0.769
"7974","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","PI3K inhibitor",0.2524,0.64,0.902,159,0.926
"7975","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","PLK inhibitor",0.40766,1.04,0.406,145,0.899
"7976","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","potassium channel blocker",-0.30218,-0.792,0.709,1002,1
"7977","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","PPAR receptor agonist",-0.43791,-1.12,0.297,1344,1
"7978","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","progesterone receptor agonist",0.53414,1.34,0.171,268,0.86
"7979","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","proteasome inhibitor",0.60637,1.58,0.0526,422,0.503
"7980","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","protein synthesis inhibitor",0.28429,0.733,0.783,108,0.955
"7981","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","protein tyrosine kinase inhibitor",0.30065,0.765,0.726,18,0.988
"7982","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","RAF inhibitor",-0.41491,-1.07,0.381,1226,1
"7983","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","RET tyrosine kinase inhibitor",0.31597,0.808,0.679,455,1
"7984","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","retinoid receptor agonist",0.49288,1.26,0.216,245,0.899
"7985","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","ribonucleotide reductase inhibitor",0.25428,0.635,0.894,261,0.909
"7986","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","serotonin receptor agonist",-0.46044,-1.19,0.262,1264,1
"7987","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","serotonin receptor antagonist",0.4764,1.23,0.228,28,0.822
"7988","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","sodium channel blocker",-0.28788,-0.734,0.769,1150,1
"7989","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","src inhibitor",-0.45213,-1.19,0.247,1030,1
"7990","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","sterol demethylase inhibitor",0.41005,1.03,0.405,232,0.876
"7991","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","SYK inhibitor",-0.47431,-1.24,0.228,1022,1
"7992","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","TGF beta receptor inhibitor",-0.56785,-1.49,0.0917,885,1
"7993","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","thymidylate synthase inhibitor",0.35523,0.899,0.545,38,1
"7994","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","topoisomerase inhibitor",-0.24499,-0.649,0.881,1206,1
"7995","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","tubulin polymerization inhibitor",0.25951,0.67,0.83,375,0.915
"7996","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","tyrosine kinase inhibitor",-0.26754,-0.709,0.794,1030,1
"7997","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","VEGFR inhibitor",-0.15037,-0.393,0.998,1066,0.998
"7998","expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation","Estimate","vitamin D receptor agonist",-0.34709,-0.898,0.553,1006,0.954
"7999","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","Synthetic_Drug_Set",0.79198,2.07,0.00377,233,0.0542
"8000","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","EGFR inhibitor",0.29357,0.739,0.756,390,0.896
"8001","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","Abl kinase inhibitor",-0.23432,-0.6,0.914,1030,1
"8002","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","acetylcholine receptor agonist",0.38188,0.955,0.51,588,0.94
"8003","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","acetylcholine receptor antagonist",-0.29175,-0.767,0.701,1053,1
"8004","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","adenosine receptor antagonist",0.48617,1.22,0.221,9,0.899
"8005","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","adrenergic receptor agonist",-0.49475,-1.3,0.18,937,1
"8006","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","adrenergic receptor antagonist",-0.29148,-0.766,0.705,1231,1
"8007","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","AKT inhibitor",-0.22379,-0.592,0.912,949,1
"8008","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",0.29358,0.738,0.764,390,0.874
"8009","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","androgen receptor antagonist",-0.22678,-0.589,0.927,987,1
"8010","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","antioxidant",0.41231,1.06,0.382,462,0.877
"8011","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","AP inhibitor",-0.49537,-1.3,0.175,1017,1
"8012","expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation","Estimate","ATPase inhibitor",0.38297,0.957,0.493,303,0.979
